1.7 -1.56285e+63
1.70019 1.04082e+63
1.70038 1.13682e+62
1.70057 3.99197e+62
1.70076 -1.15382e+63
1.70094 2.2437e+63
1.70113 2.56996e+61
1.70132 8.13376e+62
1.70151 7.54335e+62
1.7017 1.22947e+63
1.70189 4.77606e+62
1.70208 1.0831e+63
1.70227 1.10784e+63
1.70246 7.55073e+62
1.70264 1.44282e+63
1.70283 2.64778e+63
1.70302 1.67337e+63
1.70321 7.17373e+62
1.7034 6.41805e+62
1.70359 8.31789e+62
1.70378 1.23097e+63
1.70397 6.15983e+62
1.70416 1.26902e+62
1.70434 -3.40288e+62
1.70453 5.24365e+62
1.70472 -5.36763e+62
1.70491 -3.68822e+62
1.7051 -2.20676e+62
1.70529 -1.61021e+63
1.70548 -5.8856e+62
1.70567 -8.22203e+62
1.70586 -2.08776e+63
1.70604 -2.79282e+63
1.70623 -1.57061e+63
1.70642 -1.21725e+63
1.70661 9.9389e+62
1.7068 -1.58379e+63
1.70699 -1.42392e+63
1.70718 -3.03574e+63
1.70737 -5.87613e+61
1.70756 -2.51662e+62
1.70774 3.38326e+62
1.70793 -1.40336e+63
1.70812 -1.56267e+62
1.70831 -4.59183e+62
1.7085 -1.33096e+63
1.70869 -4.60869e+62
1.70888 5.51027e+61
1.70907 8.07634e+62
1.70926 -1.19257e+63
1.70944 2.167e+62
1.70963 -1.21584e+63
1.70982 9.88087e+62
1.71001 5.39611e+62
1.7102 -2.51636e+63
1.71039 2.50737e+62
1.71058 1.07477e+63
1.71077 5.2266e+62
1.71096 4.56267e+62
1.71114 2.02335e+63
1.71133 -2.25999e+63
1.71152 1.17008e+63
1.71171 1.21492e+63
1.7119 3.85277e+63
1.71209 4.44399e+63
1.71228 1.072e+63
1.71247 1.24181e+63
1.71266 1.16033e+63
1.71284 1.00211e+63
1.71303 8.23141e+62
1.71322 -2.47583e+64
1.71341 1.00816e+62
1.7136 3.09338e+62
1.71379 -1.59294e+62
1.71398 -1.15993e+63
1.71417 -6.40009e+62
1.71436 4.21452e+62
1.71454 -9.23908e+62
1.71473 -7.34309e+62
1.71492 -5.94393e+62
1.71511 -7.38835e+62
1.7153 -6.35676e+62
1.71549 -1.1819e+63
1.71568 -1.65917e+63
1.71587 -1.06815e+63
1.71606 -8.06299e+62
1.71624 -1.632e+63
1.71643 -9.23769e+62
1.71662 -7.45415e+62
1.71681 -1.36757e+63
1.717 -1.91488e+63
1.71719 -1.68447e+63
1.71738 -1.50603e+63
1.71757 2.47596e+62
1.71776 -2.65189e+62
1.71794 -2.10822e+62
1.71813 -8.61754e+62
1.71832 -2.99677e+62
1.71851 6.60533e+62
1.7187 -1.00917e+63
1.71889 -1.3727e+63
1.71908 1.90671e+63
1.71927 1.51548e+63
1.71946 4.78496e+62
1.71964 1.05968e+63
1.71983 1.01887e+63
1.72002 1.11055e+63
1.72021 2.67998e+62
1.7204 1.21564e+63
1.72059 7.47663e+62
1.72078 1.21856e+63
1.72097 4.8156e+62
1.72116 2.44445e+63
1.72134 -3.11678e+63
1.72153 6.21737e+62
1.72172 1.35283e+63
1.72191 9.71166e+62
1.7221 9.10859e+62
1.72229 -4.48944e+62
1.72248 1.544e+61
1.72267 -1.24207e+62
1.72286 1.19033e+63
1.72304 1.08011e+63
1.72323 -4.55614e+62
1.72342 7.18027e+61
1.72361 -8.84033e+62
1.7238 -4.69062e+61
1.72399 -1.01348e+63
1.72418 -4.13053e+62
1.72437 -7.65559e+62
1.72456 -1.95298e+62
1.72474 -1.11257e+63
1.72493 -1.04307e+63
1.72512 -1.07623e+63
1.72531 -2.08017e+63
1.7255 -9.00719e+62
1.72569 -1.00237e+63
1.72588 -1.71312e+63
1.72607 -6.08269e+62
1.72626 -2.17907e+63
1.72644 -1.80509e+63
1.72663 -1.08816e+63
1.72682 2.08222e+62
1.72701 -1.42276e+63
1.7272 -2.17971e+62
1.72739 -1.22322e+62
1.72758 2.76059e+63
1.72777 -4.31001e+62
1.72796 -4.7656e+61
1.72814 6.483e+62
1.72833 6.12951e+62
1.72852 4.19386e+62
1.72871 8.2828e+62
1.7289 2.01469e+63
1.72909 7.99031e+62
1.72928 9.95042e+62
1.72947 6.8116e+62
1.72966 1.54898e+63
1.72984 3.77862e+62
1.73003 6.37916e+62
1.73022 1.08901e+63
1.73041 1.3081e+63
1.7306 1.61261e+63
1.73079 7.81513e+62
1.73098 8.29048e+62
1.73117 -2.71283e+62
1.73136 1.27013e+63
1.73154 4.82815e+62
1.73173 3.8764e+62
1.73192 8.25503e+61
1.73211 -6.38725e+62
1.7323 -3.18551e+62
1.73249 6.94129e+60
1.73268 -4.76679e+62
1.73287 -7.79959e+62
1.73306 -7.05332e+62
1.73324 -5.96511e+62
1.73343 -8.09972e+62
